Gene	Length
FGF12-AS3	291
RNU1-20P	162
DNAJB11	9385
TSEN2	12407
PLXNB1	9768
CCDC51	2410
TMA7	1139
TREX1	1448
PFKFB4	6107
MIR6823	61
UCN2	1498
MIR711	76
UQCRC1	3204
TMEM89	576
SLC26A6	6373
MIR6824	63
CELSR3	13850
MIR4793	87
NCKIPSD	3431
LINC02585	196
IP6K2	5624
COL7A1	11133
MKRN2	9783
ZMAT3	11298
PIK3CA	17189
ARPC4	2607
PIGX	4427
GORASP1	5816
TXNRD3	3780
HTR1F	3386
ABHD14B	3161
OSBPL10	12071
TLR9	3352
GLT8D1	3785
RFC4	2997
C3orf80	2792
OR5K1	3552
OGG1	8733
STAC	4237
TMEM207	1473
PLSCR5	1271
OXTR	4541
NR1I2	5383
KNG1	4603
MRPS10P2	381
EGOT	1464
BHLHE40-AS1	5367
SEMA3G	5047
TNNC1	1141
NISCH	9062
DNAH1	13873
PTPN23-DT	1911
PTPN23	6866
ELP6	3264
BOLA2P2	567
RN7SL870P	296
CSPG5	4367
HIGD2AP2	309
MLF1	3735
MTAPP1	819
RSRC1	17897
NPHP3	11488
DHX30	7744
MIR1226	75
VPS26BP1	755
RN7SL664P	305
CDC25A	4145
SNRPFP4	242
RNU7-128P	62
NDUFB1P1	180
MIR4443	53
CAMP	745
ZNF589	5521
MRPS18AP1	589
NME6	7258
FCF1P2	583
MIR2115	100
FBXW12	3488
RN7SL321P	299
ATRIP	5431
PRKAR2A	6665
PLXNA1	11235
RPL6P9	859
RNA5SP143	115
PLS1	5288
PLS1-AS1	346
RN7SKP25	308
TRPC1	4808
RNU7-47P	62
PCOLCE2	3533
PAQR9	10807
SATB1	13419
RAD23BP1	1227
RNU6-138P	107
UBA5	8072
SATB1-AS1	16456
IL17RC	4540
OR5H8	1045
MTMR14	6019
OR5AC4P	985
POU5F1P7	541
OR5H1	5999
OR5H14	7365
OR5H5P	928
OR5H3P	919
OR5H4P	923
OR5H7P	930
OR5H6	1197
BRPF1	7784
LARS2	12407
LARS2-AS1	575
LIMD1	12676
CCR9	2801
FLT1P1	1320
CCR1	2646
UQCRC2P1	1332
CCR2	3873
CCRL2	2991
LINC02009	2951
FAM240A	1736
LZTFL1	7203
XCR1	5697
CCR3	6097
LTF	3989
RTP3	1578
LRRC2	5774
CRELD1	9266
PPARG	11981
PRKCD	3619
DCP1A	6102
SNORD38C	69
SNORD63	212
CHDH	7787
IL17RB	3044
ACTR8	4016
CACNA1D	19199
FANCD2	11855
FGF12	10879
MIR6083	106
RNU6-143P	93
UMPS	7512
MIR544B	78
ITGB5	6515
ITGB5-AS1	460
ENO1P3	1224
MUC13	3499
PDHA1P1	1070
PPIAP16	487
FLNB	29144
KALRN	34160
APOOP2	539
POU1F1	1566
MIR548I1	149
RPS3AP14	780
SNRPCP11	205
LINC02614	6732
ENPP7P4	1086
ROPN1B	4032
POLQ	9185
RPL7AP11	799
ARGFX	5047
FBXO40	5669
SRGAP3-AS4	457
PGAM1P4	750
THUMPD3	5236
LHFPL4	5349
DUSP5P2	1033
RASSF1	3683
MCF2L2	20884
IFRD2	3620
MBNL1	9989
RETNLB	1131
OR5K2	951
SLC22A14	3659
ZPLD1	5130
OR5H2	1566
MKRN2OS	3058
TNK2	12245
TADA3	4127
GADL1	7229
FRG2C	2080
ITPR1	32120
EPHB1	5843
MAP4	14994
LPP	25631
EFCC1	3273
ARPP21	10156
DCAF1	6909
BOC	10330
ZBTB38	14243
TOP2B	6341
WDR49	3891
RAD54L2	12121
TASOR	9853
GRK7	6533
SLC6A6	8254
OSTN	3231
ANKRD28	11276
ZDHHC23	7147
TTC21A	7701
CLASP2	15214
FILIP1L	7233
COPG1	4425
MIR6826	98
HMCES	2783
H1-10	1516
H1-10-AS1	3420
NUP210P3	388
SNORA7B	139
EFCAB12	7789
MBD4	3353
RHO	2768
H1-8	1303
PLXND1	9557
RN7SL752P	287
CEP63	24294
KIF9	5878
RNA5SP145	125
GPR171	1810
P2RY14	2890
SETP11	690
GPR87	1566
P2RY13	2765
P2RY12	2337
MRPL42P6	371
MIR5186	120
IGSF10	9222
CCDC12	4754
TMCC1	8243
TOPAZ1	5334
TCAIM	8743
C3orf86	1204
IFT122	23567
MIR548AQ	58
TRA2B	13084
NMRAL2P	2628
FOXP1-AS1	700
MIR1284	120
FOXP1-IT1	3539
MITF	7419
RARRES1	2029
MFSD1	5227
RPL35AP9	323
GPR79	868
IQCJ	2932
MIR3919	89
IQCJ-SCHIP1-AS1	592
RNU2-31P	155
SCHIP1	7645
IL12A	1955
LINC01100	740
FOXP1	32800
MRPS22	16385
LINC01214	1078
EIF2A	5905
MIR26A1	77
VILL	6416
MRPL3	2715
SNORA58	137
BCL2L12P1	733
MIR5704	77
PSMC2P1	1310
RPL7P16	738
CPNE4	6433
HNRNPA1P17	924
VWA5B2	5908
HHLA2	3613
IHO1	4334
MYH15	7957
MCM2	4715
PODXL2	2175
ABTB1	6155
KBTBD12	5818
RNA5SP139	117
SEC61A1	4640
RNU2-37P	177
RUVBL1-AS1	588
MGLL	11298
HCLS1	5093
RN7SL172P	303
RNU4-62P	130
IQCB1	3051
EAF2	1770
SLC15A2	5984
GOLGB1	11853
GP5	3563
MYLK	31537
BFSP2-AS1	894
CDV3	4411
TOPBP1	7337
SPINK8	812
SHOX2	5011
ATP13A5	6206
ROBO1	11050
C3orf49	1617
OR5H15	1229
KCNMB2	3542
SRGAP3	18864
GALNT15	6398
MCCC1	4311
NAA50	6438
CPNE9	2313
ACAP2	11066
ZNF445	18884
NKTR	17309
SELENOT	4103
RASA2	6003
GTPBP8	3720
PLD1	9954
TAFA1	2880
SELENOK	2055
SCAP	6288
SHISA5	4338
CCDC174	3535
MUC20	6837
PHF7	3364
WDR6	5304
TKT	9502
ABHD14A	2313
CHST13	1917
CIP2A	4579
CRBN	8052
USP19	5731
LINC02005	1841
LINC02047	1371
AKR1B1P2	934
CNTN3	5430
NIPA2P2	1083
RN7SL294P	295
MIR4444-2	74
HNRNPA3P6	1006
MYLKP1	1580
COL6A5	9581
LEKR1	5581
EPHA6	18310
ADPRH	4615
NR2C2	11822
DNAH12	13275
GOLGA4	10837
ITIH3	5921
POLR2H	3154
CNOT10	4846
MST1	5084
UTS2B	3840
SLC25A26	21792
RPSA	3909
SNORA6	151
NFU1P1	774
MOBP	9237
MED12L	14345
SETD2	14308
HTR3C	1699
HTR3C2P	1057
HTR3E-AS1	515
HTR3E	2523
HSP90AA5P	2192
EIF2B5-DT	386
ABCF3	5135
SETD5	24804
RPSAP31	1179
MIR4448	86
CYP2AB1P	1831
ABCC5	11365
ABCC5-AS1	469
EEF1A1P8	1388
HTR3D	2068
DVL3	6302
AP2M1	6709
TERC	541
Telomerase-vert	438
ACTRT3	1671
MYNN	5165
LRRC34	5276
LRRC31	3125
KRT18P43	1281
SAMD7	2512
SEC62	7928
SEC62-AS1	346
GPR160	4381
RNU4-38P	129
KMT5AP3	708
LRRIQ4	3213
TEX264	5688
RNA5SP132	118
GRM2	7098
IQCF6	520
IQCF3	1832
NCBP2	5111
NCBP2-AS1	562
NCBP2AS2	870
PIGZ	3198
MELTF	14473
RPSAP69	883
RYBP	8477
TSC22D2	11704
COL6A6	8830
KRBOX1	2917
ZNF662	6352
KRBOX1-AS1	2134
SNRK	6981
RN7SL517P	305
SNRK-AS1	2324
GASK1A	12406
POMGNT2	6838
HRH1	5581
CHCHD4P4	327
ATG7	8833
VGLL4	7199
RAF1	19732
THRB-AS1	7661
EIF3KP2	626
RN7SL216P	298
RNA5SP125	120
CFL1P7	486
RNA5SP126	109
H3P10	339
RARB	9445
NXPE3	9474
NFKBIZ	5902
LINC02085	2051
TRMT10C	1882
ZBTB11	8209
DNAJC19	4895
RNU6-4P	107
FAUP2	401
ATP13A3	22838
CDHR4	3201
INKA1	1033
UBA7	4550
MIR5193	109
TRAIP	3261
CAMKV	3613
RN7SL217P	286
ACTL11P	3959
MST1R	5252
MON1A	6446
RBM6	7299
RBM5	10357
RBM5-AS1	1386
SEMA3F-AS1	2949
CD86	3437
CASR	12020
HNRNPA1P23	1133
CSTA	1366
MIX23	1746
FAM162A	11604
WDR5B	4217
KPNA1	8498
PARP9	8938
DTX3L	5768
PARP15	5481
EIF4BP8	1826
RNU6-670P	104
EMC3	4165
SRPRB	4190
WWP1P1	2769
ST3GAL6-AS1	9390
PDLIM1P4	1006
DCBLD2	11280
RNU6-26P	107
RNU6-1263P	106
ST3GAL6	6304
RN7SL145P	296
FYCO1	10329
RNU6-882P	103
TTLL3	10415
PDCL3P4	5804
MICOS10P3	203
RNU6-342P	104
RPS20P15	311
RNU1-96P	162
NEK10	13183
FAIM	4072
MAGI1	11733
CD200R1L	1708
SSUH2	6293
TAMM41	5925
ROPN1	4518
SLC4A7	9616
CFAP20DC	9455
CFAP92	12033
DCLK3	5779
CCR5	3580
SETMAR	3237
IQCJ-SCHIP1	4712
DPPA4	4967
TCTA	2742
PFN2	3608
DNAJB8	3367
KCNMB3	8964
RPL32P3	5168
RPL23AP49	2021
LINC00887	4867
ALDH1L1-AS2	2772
DUBR	15322
ADAMTS9-AS2	9534
P3H2-AS1	1490
INHCAP	2686
ERICH6-AS1	5769
ANKRD18DP	3466
LINC00885	2505
LINC02038	1676
FAM86JP	3168
ZKSCAN7-AS1	914
NECTIN3-AS1	3534
ALG1L	2190
KIF9-AS1	7545
AADACP1	2031
LINC02037	5099
NUDT16L2P	2526
LRRC77P	7708
FAM86DP	3910
LINC00884	9424
MBNL1-AS1	8238
ENTPD3-AS1	6253
ITGA9-AS1	19228
LINC00960	6589
NCK1-DT	5815
MELTF-AS1	1139
EIF1B-AS1	19385
LINC02158	996
CCR5AS	1657
LINC01063	461
SLC66A1L	3342
TMCC1-DT	7705
TIPARP-AS1	1325
SEMA3B-AS1	518
WDR5B-DT	2901
LINC00888	2135
EMC3-AS1	3722
THUMPD3-AS1	9533
CIDECP1	3053
SOX2-OT	31763
ITPR1-DT	2885
LINC00877	11275
LINC02027	4876
FGD5-AS1	6045
MYLK-AS1	4505
LINC01322	16105
LINC00881	4735
FAM86HP	4911
ARHGEF26-AS1	10263
COPB2-DT	14080
TMEM44-AS1	1603
EEF1GP4	1307
PSMC1P7	1315
SPTSSB	3739
LINC02067	2845
RPL23AP42	471
OTOL1	1434
POLN	7721
PIGG	10899
OR7E163P	894
RPL32P12	405
ERVH-1	639
PDE6B-AS1	2353
ENPP7P9	627
LINC00504	5095
ABCA11P	2790
GRPEL1	4055
RAF1P1	1696
SLC2A9	6628
RNF212	5005
LINC01097	2226
TMEM271	2416
HNRNPA1P65	954
EVC	7144
DHX15	8166
RPS7P6	579
CRMP1	5851
MXD4	6873
CDC42P6	576
ZNF595	3929
CPZ	3447
OR7E83P	970
CFAP99	5198
LINC02473	2274
STK32B	5282
LINC01182	6649
RNPS1P1	918
MSX1	2121
LINC00955	2087
MTND2P31	616
OR7E162P	1029
LINC01396	1548
QDPR	3034
C1QTNF7-AS1	907
IDUA	4058
RPS21P4	248
ATP5ME	932
LINC02438	1212
CYTL1	989
MYL5	4305
TRMT44	7752
TBC1D14	6260
SNRPCP13	190
DRD5	2376
SLC2A9-AS1	459
JAKMIP1	3812
SH3BP2	13918
WDR1	7827
LINC02600	4525
LDB2	5455
CPLX1	2349
ECM1P2	1577
RNF4	7141
ALG1L7P	768
C4orf50	20673
ATP5MGP3	304
ARL4AP2	601
HMX1	2166
SLIT2-IT1	636
KCNIP4-IT1	9848
HSP90AB2P	2299
CPEB2-DT	3089
ADGRA3	9261
LINC02472	1030
ENPP7P11	627
GPR78	10635
RFPL4AP3	345
OR7E84P	1010
TLR10	4218
OR7E86P	990
COX6B1P5	249
C4orf19	4470
EXOC1	5367
TBC1D19	4138
UCHL1-DT	880
LINC02497	641
LINC02513	500
MTCYBP43	740
TNIP2	2652
LINC02383	582
PPARGC1A	10870
MTCO3P44	541
LINC02270	1307
ADRA2C	2179
SPON2	5985
SLIT2	11067
KCNIP4	4239
LINC02498	1079
PABPC1P1	591
MTCO3P27	196
RPS3AP17	777
CHRNA9	3164
HOPX	7753
SEL1L3	7483
FGFRL1	4342
ZNF518B	10915
CTBP1-DT	7820
ZNF732	2346
MTND4P9	1346
ELOCP33	632
ZNF721	6390
NKX3-2	2259
MORF4L2P1	858
COMMD8	1758
FAM114A1	4871
LINC02171	1033
STX18-AS1	21283
OR7E85P	985
LINC02505	2182
BNIP3P41	1029
SLAIN2	6306
ZNF141	12944
BOD1L1	15862
FAM86EP	4496
APBB2	12956
OCIAD2	2483
MTCO3P42	518
RBM47	8544
PSAPL1	4646
RELL1	4214
MTND3P24	329
RPS29P11	171
TEC	4004
WDR19	8773
LINC02494	427
HS3ST1	7435
ZNF718	5073
TLR6	6035
LINC02278	2044
LINC02364	1747
HMGN1P11	303
KRT18P25	1278
UCHL1	2207
LINC02484	3785
TAPT1-AS1	2763
ZAR1	1460
DCUN1D4	7625
CTBP1-AS	3886
LINC02283	474
ZNF519P4	125
LINC02271	829
PCGF3	7425
UNC93B7	705
LINC02616	3648
MTND4LP22	276
RAC1P2	579
GABRB1	2952
PTTG2	731
OR7E35P	881
CORIN	10086
PDS5A	12204
MTCYBP16	1129
CLOCK	11533
ACOX3	3846
CCNL2P1	969
LINC02501	1158
RPL22P13	347
CENPC	8496
SNX18P23	677
LINC02353	849
MTCO3P28	515
TMEM33	8462
TECRL	6023
LINC02483	1143
SNX18P24	671
UGT2B27P	1620
RPL21P44	472
EXOC5P1	1969
LINC02360	657
LDHAP1	992
SRIP1	288
THAP12P9	2360
LINC01096	1264
LINC02265	957
UGT2B24P	1597
RPS23P3	430
FIP1L1	5639
LIMCH1	10862
SLC34A2	5045
MESTP3	968
RPS26P24	331
ZNF876P	2804
MT2P1	183
UGT2B10	2757
LINC02232	6364
LINC02380	2879
ATP1B1P1	915
ZBTB12BP	1122
TLR1	4537
SULT1B1	7259
OCIAD1-AS1	265
SHISA3	2322
SMIM14	6527
ANKRD17-DT	685
SOD3	2018
SNX18P25	758
DCAF4L1	4710
ATP8A1-DT	433
KCTD8	2712
HMGB1P44	572
MTND3P5	333
MTND6P16	520
HNRNPA1P67	926
LINC02261	2802
SDAD1	3491
AFM	2182
SEC63P2	1939
DCK	3103
CABS1	1517
DUTP7	486
TMPRSS11B	3352
ST3GAL1P1	1014
LINC02493	2090
DGKQ	4983
SMR3B	1383
SLIRPP2	257
UBE2K	5180
COX7B2	817
UGT2B11	2357
SHROOM3	13829
SCD5	4231
LINC02475	2984
KLF3	6771
FRYL	18165
GC	2095
NAA11	2718
EVC2	5501
HNRNPD	6981
LIN54	6762
LDHAL6EP	1143
PHOX2B	2847
THAP9	4332
LNX1	5624
APOOP4	597
LARP1BP1	1359
GK2	1868
NUDT9	3194
LINC00575	1389
PRDM8	4589
RPL12P20	479
LNX1-AS1	1381
MTND3P22	243
SMR3A	666
STAP1	1951
PSME2P4	710
TBCAP3	312
ATP10D	7978
PRDX4P1	574
LINC02499	1193
NPM1P41	831
PPBPP1	373
PCDH7	12249
TMPRSS11D	3264
FAM86MP	885
CCDC96	2153
ADH1B	10770
CLRN2	823
PPP2R2C	9366
UGT2B28	1857
MTND1P19	315
HMGA1P2	324
PACRGL	8232
UGT2B7	2260
SLC30A9	7199
LINC02619	1388
GSX2	1787
TMSB4XP8	135
MTND5P4	288
MTCO3P39	518
ADH6	4401
PDCL2	900
ADAMTS3	7007
SLC9B2	8611
MTND5P13	1079
FTLP10	1501
LINC01217	3058
TADA2B	5795
RPL35AP11	331
GRID2	10617
ATP5F1EP1	156
PARM1	5034
TACR3	5359
GSTCD-AS1	826
PHOX2B-AS1	907
PRKG2-AS1	867
CDS1	4309
MRPS33P2	322
PABPC1P7	1513
BANK1	6144
TMPRSS11GP	1269
MMRN1	5510
IGBP1P5	1000
DDX3P3	1994
GPAT3	3623
HNRNPA1P56	954
THAP6	7127
CHIC2	1233
LINC01216	824
CISD2	6352
MTND5P5	376
H2AZ1	2270
ALG1L3P	765
MRPL1	1628
TBCK	10829
EEF1A1P9	1383
PAPSS1	3260
LINC01218	481
KRT19P6	209
RACK1P3	933
LINC02264	931
UGT2B4	2506
COPS4	3566
MTND4LP31	294
COL25A1-DT	1951
LINC02503	1432
DYNLL1P6	264
PGAM4P2	721
SHROOM3-AS1	4347
DKK2	4335
HMGB1P28	552
LINC01378	5863
CXCL8	2239
TMPRSS11BNL	4338
ARHGEF38	7580
EREG	5713
BTC	2653
BDH2	5213
TACR3-AS1	927
UGT8	4385
ADH1C	1574
ACTN4P1	1451
LINC01365	741
GSTCD	6292
MRPS33P3	322
CXCL6	2040
TRMT112P1	351
EGF	7628
PIMREGP2	802
TRAM1L1	2023
NDUFS5P5	321
AFP	3201
METTL14	6838
ACTR3BP4	1244
SETP20	852
METTL14-DT	7527
PPA2	4640
FAM177A1P1	473
CXXC4	5823
FKBP4P1	1347
TUBB4BP5	427
WDFY3-AS2	9357
TTC39CP1	755
UBA6	11408
RCC2P8	1035
RPSAP35	818
RBMXP4	1134
NDNF	3573
STPG2	6076
LTV1P1	1237
KRT18P21	1272
CXXC4-AS1	10262
PARM1-AS1	3341
NT5C3AP1	1663
ARHGEF38-IT1	456
TMPRSS11CP	683
IFITM3P1	385
CICP16	2813
ETNPPL	2942
SLC9B1	2957
LNX1-AS2	887
UGT2A3	3075
TNIP3	3749
SEC24B	5219
PCNAP1	1132
RPF2P2	896
UGT2B25P	1586
SEC31A	9297
SYNPO2	19530
RAC1P5	576
PPIAP76	529
VAMP9P	967
MUC7	2798
PRSS12	5725
GLDCP1	2678
NDST4	3719
LINC01258	2567
ACTR6P1	1104
CUL4AP1	1863
CIR1P2	1342
H3P15	399
TUBAP10	1371
RHOH	6608
LARP1B	9480
MCUB	3555
LINC02379	1909
GAPDHP56	988
TERF1P3	1227
LINC02479	969
OSTC	1616
CWH43	3110
RPL5P12	851
HMGB3P15	574
CDC42P4	563
TECRP2	928
NDST3	6854
SEC24D	9920
RBM48P1	1102
LINC02485	981
PLK4	4479
MTRNR2L13	1445
RPL7AP26	813
PDE5A	9586
HNRNPA3P13	1122
PDHA2	1372
MAD2L1	5517
EIF3KP3	639
RPS7P7	571
QRFPR	2830
PPP3CA	5213
CEP170P1	4587
LINC02262	2344
SEPTIN14P4	186
NDNF-AS1	621
LINC02516	2610
DUTP8	489
LINC02502	642
SAR1AP3	592
LAMTOR3	4164
GABRA4	11305
SLC7A11	9645
MTCYBP44	823
NDUFB4P12	390
TMEM150C	3497
PDGFRA	9547
PGRMC2	4626
SNCA-AS1	2990
LINC02377	3554
OPRPN	1048
WDFY3-AS1	644
TMEM248P1	951
RASSF6	6630
TSPAN5-DT	5647
PGBD4P4	613
TPI1P4	473
KRT18P54	748
CEP135	8638
H2AZ1-DT	4865
EMCN	5172
LINC00498	455
SLC10A4	2551
SLC7A11-AS1	6161
GABRG1	6758
PABPC4L	4985
LINC02480	612
SLC10A6	1623
GYPE	2007
BIN2P1	1530
INTU	16041
CRYZP2	1049
SMARCAD1-DT	1042
LINC01256	706
RPL17P19	552
ADH1A	2231
AARS1P1	453
OR5M14P	618
C4orf33	7015
COX5BP1	393
UMLILO	575
ALB	3431
LINC02466	4048
DDIT4L	2994
LRBA	16757
SCLT1	8980
CDKL2	5290
IGBP1P4	879
ARHGAP24	7870
FAM13A	13215
DAPP1	4590
SLC25A31	1812
RPS3AP19	780
TMPRSS11E	2124
PCDH10	10182
TMEM154	11438
TMPRSS11F	2077
THAP9-AS1	4397
NSUN7	5899
GYPB	1907
MAPRE1P2	799
RNF150	11012
LINC02267	2423
UGT2B26P	1613
POLR2MP1	1104
LINC02429	1096
ZNF330	2536
LINC00499	20131
LINC01085	2587
SLC26A1	4293
SPATA18	4975
HERC3	6969
LINC02510	1576
GATB	11741
N4BP2	9811
GTF2F2P1	675
RPS23P2	415
FREM3	6869
PES1P1	1736
HPGDS	2111
SERF1AP1	187
LINC00616	6177
STPG2-AS1	4110
R3HDM2P1	1960
CDRT15P11	993
PRDM8-AS1	1793
ANKRD20A17P	1330
HHIP	11939
RBM46	4027
ELL2P2	694
NR3C2	6607
RPS3A	2280
NMU	975
TMEM144	9248
LINC01095	3540
COX7A2P2	250
CCNG2	7416
MTCYBP17	789
KRT18P51	746
LINC02266	1724
LINC02511	3389
RNF175	4144
PRMT9	3952
AIDAP2	3616
NPY2R-AS1	1681
RTN3P1	711
SYT14P1	1448
NAP1L5	1917
DDIT4L-AS1	526
EEF1GP8	1154
YWHAEP4	198
RPL21P50	477
FGG	3600
ANKRD50	8798
ZEB2P1	1938
PSME2P3	717
LINC02276	138
HADHAP1	2284
CBR4	5110
LINC02272	607
STMN1P2	439
BTF3P13	490
USP38-DT	1686
HSPA4L	11439
JADE1	9052
MTND2P41	773
PTPN13	9496
MTATP6P9	680
LINC02358	465
LINC02562	1033
GLRA3	9526
JADRR	1721
LINC02462	1594
LNCPRESS2	616
RPL9P16	567
RPS3AP18	777
TIGD4	2438
RPL3P13	216
TARS2P1	2041
FBXO8	2213
GLRB	3391
SNHG27	4127
TMEM175	3623
RPSAP36	1261
LINC02174	2104
LINC02431	3670
ZSWIM5P3	2743
SH3RF1	5472
DCLK2	4416
SMARCA5	8146
TMEM131L	6393
TBC1D9	5851
SFRP2	1996
ADAM20P2	1273
GPRIN3	14998
EEF1A1P21	1344
SRP72	6145
SCGB1D5P	247
LINC02512	429
WDR45P1	1082
MAB21L2	2543
LINC02433	1493
TSPAN5	7412
BMPR1B-DT	791
GYPA	4251
PPM1K	11371
LINC01099	1594
CIBAR1P2	2455
FNIP2	10981
NPY1R	3980
TMA16	3406
TSEN2P1	1387
PDLIM5	11090
AGA-DT	6016
MTND6P17	519
LRAT	7535
PLRG1	5015
CEP44	7079
ING2	2695
FSTL5	5324
LINC00500	539
ARHGAP10	10755
HSP90AA6P	853
CBR4-DT	183
LINC01179	2163
GALNTL6	9242
PALLD	10128
MTND2P33	1031
FABP5P12	389
ENPP6	4615
SMARCA5-AS1	945
RWDD4	2754
PRMT5P1	598
IRF2-DT	2503
CCNHP1	678
LINC02362	5065
TMEM184C	4709
MTCO2P9	694
DUX4L3	1275
IL15	7876
LINC00613	546
MLLT10P2	249
CCDC110	3534
DUX4L8	1275
IRF2	3070
DUX4L1	1275
ASS1P8	647
MYL12BP2	512
NPY5R	3338
TUBB7P	1305
NDUFB2P1	295
C4orf45	1486
WWC2-AS1	404
LINC01098	2002
MIR4453HG	3000
GK3P	1868
LINC00290	593
MTND1P22	951
TLL1	8105
MAP9	8857
AADAT	2970
DUX4L2	1275
DUX4	2036
MTHFD2P4	1025
ADAM29	5957
LINC02233	1072
FBXW7	10979
NEIL3	2914
ASB5	4218
NDUFB5P1	564
CHORDC1P3	1397
SPATA4	2437
LINC02504	4949
RARRES2P4	484
RPL23AP84	464
VEGFC	2615
MTCO1P9	1534
LINC02477	1417
GALNT7	6807
NAF1	4777
CLDN24	663
LINC02509	1080
MARK2P4	2380
NOL8P1	3529
SORBS2	17161
SPCS3-AS1	610
ARFIP1	4269
RPL35AP12	338
WWC2-AS2	2183
TENM3	12010
STOX2	11365
SPCS3	6829
DUX4L7	1275
TRIML1	2091
EDNRA	4238
LINC02500	1328
APOBEC3AP1	287
LINC02382	614
SPOCK3	4482
MTND5P9	1755
MFAP3L	8741
LINC02436	7057
KLHL2	3929
SLC25A4	4819
TOMM22P4	336
UFSP2	2778
DUX4L5	1275
AKIRIN2P1	352
LINC02514	498
LINC02430	948
FBXW7-AS1	372
AGA	2605
NSA2P6	769
RPS14P7	448
OTUD4	9513
PHBP14	367
GUSBP5	1989
DNAJB14	12970
PDGFC	5998
PRSS48	989
ANAPC10	4522
ZBTB8OSP1	498
ICE2P1	1849
RXFP1	5684
LINC01262	879
LINC02515	1257
LINC02374	1211
MSMO1	2852
AK4P6	528
ZNF827	19123
DCHS2	16658
FHIP1A	11843
CDKN2AIP	4015
ADAM20P3	2106
MTND4P8	1362
HSPD1P5	1720
LINC01596	592
RPS23P4	423
ZFP42	2652
MTND3P3	126
UNC5C	10685
WWC2	10002
LINC02172	2264
HPGD	5531
MRPS36P2	299
DUX4L6	1275
FHIP1A-DT	358
LINC02492	2970
TRAPPC11	5841
PTGES3P3	482
TEMN3-AS1	401
TKTL2	2660
LINC02508	426
DUX4L9	1259
GASK1B-AS1	5639
YWHAQP4	657
F11-AS1	3440
METAP1	4074
NUDT19P5	569
DBET	3363
LINC02355	3228
AREG	1642
UNC5C-AS1	3329
NWD2	7800
MTCO3P9	781
VTI1BP2	696
LINC02427	4513
ANKRD37	2253
LINC02496	1313
ABT1P1	821
ATP5MGP4	307
RPL30P6	342
ABCE1	6254
PGM2	3677
DUX4L4	1269
NPY2R	3621
SETP12	805
ANP32C	705
HSP90AA4P	2228
FOSL1P1	816
SLC25A5P6	886
FRG1	1623
LINC02437	911
AGGF1P1	2073
PMPCAP1	1576
LINC02434	1453
CPE	3119
TMEM192	10182
CLUHP4	1343
THEGL	1796
DPP3P1	2063
FAM13A-AS1	9781
HSPE1P23	286
NDUFS5P4	318
LINC02507	1924
LINC02465	6373
GPM6A-DT	1213
TMEM184C-DT	568
RPL7AP28	571
MIR571	96
MIR4800	80
RN7SL589P	310
RN7SKP113	295
MIR378D1	54
RN7SKP36	312
MIR4798	75
RN7SKP292	317
MIR548I2	149
RNA5SP152	110
MIR3138	82
RNA5SP155	129
RNA5SP154	111
RNA5SP156	110
RNU6-578P	103
MIR5091	93
RN7SKP170	328
MIR572	95
SNORA75B	137
MIR573	99
RN7SL16P	269
RNU6-420P	107
MIR218-1	110
MIR7978	59
RNA5SP157	43
RN7SL101P	279
MIR4275	87
RNU7-126P	62
MIR1255B1	63
RNA5SP158	102
RNU6-573P	106
MIR574	96
RN7SL558P	299
RNU6-1112P	99
MIR4802	80
RNU7-74P	62
RNA5SP160	120
RNU6-836P	107
RNU6-1195P	104
RNU1-49P	159
RNA5SP159	103
MIR4801	82
RN7SKP82	223
RNU7-11P	62
RNU6-931P	107
RNU6-412P	106
RNU6-32P	107
RN7SL193P	276
RN7SKP199	305
RNU6-158P	100
RN7SL691P	301
RNU5E-3P	68
MIR8053	75
RNU6-276P	96
RN7SKP30	334
RNU6-1252P	104
RNU6-310P	107
MIR548AG1	66
RNU6-1325P	105
RNU6-652P	107
RNU6-699P	110
MIR1269A	105
RNU6-191P	94
RNU1-63P	164
RNA5SP527	127
RNU6-95P	107
RNU6ATAC5P	126
RNA5SP163	99
RNU4ATAC9P	126
RNU5A-2P	116
SNORD42	137
RNU6-499P	107
RNU6-774P	107
RN7SKP48	328
MIR575	94
RNA5SP164	110
RN7SL552P	276
RNU6-469P	101
RNU6-615P	106
RNU6-33P	107
RNU6-1059P	98
MIR4451	66
RN7SKP28	305
RNU7-149P	59
MIR3684	74
RNU6-462P	105
RNU6-551P	103
RNU6-34P	107
RNU6-635P	102
RNU6-431P	107
MIR1973	44
RN7SKP248	305
SNORA24	131
MIR577	96
RN7SL55P	297
MIR576	98
MIR8066	78
MIR1255A	113
RNU6-1054P	104
RN7SKP137	307
RNU6-948P	107
RNU6-1217P	104
RNU6-119P	107
RNU6-550P	101
RN7SL205P	284
RNU6-583P	92
RNU1-89P	164
RNU6-224P	107
RN7SL808P	299
RNY1P14	108
RN7SKP235	305
RNA5SP166	102
RNU7-197P	62
RNU6-1230P	108
RNA5SP167	116
RNU7-194P	63
RNA5SP165	115
RN7SKP253	309
MIR4799	74
RNA5SP168	112
RN7SL254P	284
RN7SKP35	151
SNORD73B	72
MIR548G	89
RNU6-1282P	96
RNA5SP169	117
SNORD73A	65
RNU6-1285P	105
RNU6-582P	107
MIR3140	90
RPPH1-3P	322
RNU4-79P	141
RNU4-87P	82
RNU6-284P	106
RN7SL446P	296
RN7SKP188	317
